web-scraper-order,web-scraper-start-url,Prix,Nom,Adresse,Image,Image-href
"1752751768-764,""https://sn.coinafrique.com/categorie/chiens?page=1"",""115 000CFA"",""Chiots Pitbull métisse boer"",""Thies, Sénégal"",""favorite_border13jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-metisse-boer-5404443"""
"1752751768-765,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Husky"",""Ouakam, Dakar, Sénégal"",""favorite_border14jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5402400"""
"1752751768-766,""https://sn.coinafrique.com/categorie/chiens?page=1"",""400 000CFA"",""Chiots Cane Corso"",""Sicap Liberté, Dakar, Sénégal"",""favorite_border15jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421"""
"1752751768-767,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Husky"",""Ouakam, Dakar, Sénégal"",""favorite_border17jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542"""
"1752751768-768,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Husky"",""Pikine, Sénégal"",""favorite_border17jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397530"""
"1752751768-769,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Berger Allemand"",""Ouest Foire, Dakar, Sénégal"",""favorite_border21jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5392067"""
"1752751768-770,""https://sn.coinafrique.com/categorie/chiens?page=1"",""420 000CFA"",""Chiots Dogue allemand"",""Mbao, Dakar, Sénégal"",""favorite_border22jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-dogue-allemand-5389860"""
"1752751768-771,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200 000CFA"",""Berger Malinois Métis"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border23jours"",""https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289"""
"1752751768-772,""https://sn.coinafrique.com/categorie/chiens?page=1"",""120 000CFA"",""Chiots Berger Malinois"",""Mbao, Dakar, Sénégal"",""favorite_border23jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-5388773"""
"1752751768-773,""https://sn.coinafrique.com/categorie/chiens?page=1"",""350 000CFA"",""Chiot Husky male"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border25jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417"""
"1752751768-774,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Berger malinois"",""Rufisque, Sénégal"",""favorite_border26jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862"""
"1752751768-775,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiots Bichons Maltais"",""Sicap Liberté, Dakar, Sénégal"",""favorite_border27jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547"""
"1752751768-776,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Berger Allemand"",""Diamniadio, Sénégal"",""favorite_border28jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5381567"""
"1752751768-777,""https://sn.coinafrique.com/categorie/chiens?page=1"",""115 000CFA"",""Chiots Pitbul"",""Thies, Sénégal"",""favorite_border28jours"",""https://sn.coinafrique.com/annonce/chiens/chiots-pitbul-5380527"""
"1752751768-778,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Berger Allemand"",""Dakar, Sénégal"",""favorite_border29jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393"""
"1752751768-779,""https://sn.coinafrique.com/categorie/chiens?page=1"",""160 000CFA"",""Chiot Berger Allemand"",""Dakar, Sénégal"",""favorite_border29jours"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204"""
"1752751768-780,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiots Bichons maltais"",""Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5377145"""
"1752751768-781,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Berger allemand"",""Pikine, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933"""
"1752751768-782,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiots Husky"",""Ouakam, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-husky-5375008"""
"1752751768-783,""https://sn.coinafrique.com/categorie/chiens?page=1"",""450 000CFA"",""Chiots Dogue Allemand"",""Mbao, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-dogue-allemand-5374155"""
"1752751768-784,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Husky"",""Ouakam, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5368418"""
"1752751768-785,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiots malamute pure"",""Almadies 2, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-malamute-pure-5368072"""
"1752751768-786,""https://sn.coinafrique.com/categorie/chiens?page=1"",""75 000CFA"",""Métisse rock berger"",""Mamelles, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/metisse-rock-berger-5360685"""
"1752751768-787,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Husky et Rotweiller"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616"""
"1752751768-788,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200 000CFA"",""Chiots bichon"",""Mamelles, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093"""
"1752751768-789,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiots Bouvier Bernois"",""Almadies 2, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412"""
"1752751768-790,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200CFA"",""Chiot Américain"",""Thies, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266"""
"1752751768-791,""https://sn.coinafrique.com/categorie/chiens?page=1"",""175 000CFA"",""Chiots Berger Allemand"",""Mbao, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744"""
"1752751768-792,""https://sn.coinafrique.com/categorie/chiens?page=1"",""120 000CFA"",""Bichon Maltipom"",""Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/bichon-maltipom-5351823"""
"1752751768-793,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiots Husky"",""Ouest Foire, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514"""
"1752751768-794,""https://sn.coinafrique.com/categorie/chiens?page=1"",""130 000CFA"",""Chien"",""Almadies, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chien-5341402"""
"1752751768-795,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiots Malinois"",""Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5341165"""
"1752751768-796,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Berger Allemand"",""Pikine, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/berger-allemand-5340528"""
"1752751768-797,""https://sn.coinafrique.com/categorie/chiens?page=1"",""275CFA"",""Chiot Boerboul"",""Pikine, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-boerboul-5338244"""
"1752751768-798,""https://sn.coinafrique.com/categorie/chiens?page=1"",""250 000CFA"",""Chiot Berger Allemand"",""Fann, Dakar, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5336125"""
"1752751768-799,""https://sn.coinafrique.com/categorie/chiens?page=1"",""250 000CFA"",""Chiot Pitbull Terrier"",""Thies, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5335882"""
"1752751768-800,""https://sn.coinafrique.com/categorie/chiens?page=1"",""250 000CFA"",""Chiot Rottweiler"",""Pikine, Sénégal"",""favorite_border1mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5333963"""
"1752751768-801,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chien de salon"",""Almadies, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chien-de-salon-5332506"""
"1752751768-802,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200 000CFA"",""Berger Allemand Femelle"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-5332393"""
"1752751768-803,""https://sn.coinafrique.com/categorie/chiens?page=1"",""300 000CFA"",""Chiot Husky"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5328800"""
"1752751768-804,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Bichon Havanais"",""Ouakam, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499"""
"1752751768-805,""https://sn.coinafrique.com/categorie/chiens?page=1"",""800 000CFA"",""Chiot Spitz Nain"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-5326291"""
"1752751768-806,""https://sn.coinafrique.com/categorie/chiens?page=1"",""115 000CFA"",""Chiot Bichon Maltais"",""Dieuppeul-Derklé, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5326102"""
"1752751768-807,""https://sn.coinafrique.com/categorie/chiens?page=1"",""100 000CFA"",""Chiots Berger allemend"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5325709"""
"1752751768-808,""https://sn.coinafrique.com/categorie/chiens?page=1"",""100 000CFA"",""Chiot Berger allemend"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemend-5325701"""
"1752751768-809,""https://sn.coinafrique.com/categorie/chiens?page=1"",""100 000CFA"",""Chiot Berger allemend"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemend-5325680"""
"1752751768-810,""https://sn.coinafrique.com/categorie/chiens?page=1"",""145 000CFA"",""Chiot Berger Allemand"",""Diamniadio, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5324558"""
"1752751768-811,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Rottweiller"",""Almadies 2, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-5323434"""
"1752751768-812,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Husky"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-5322117"""
"1752751768-813,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Bichon"",""Almadies 2, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5321857"""
"1752751768-814,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Berger Allemand"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5321695"""
"1752751768-815,""https://sn.coinafrique.com/categorie/chiens?page=1"",""350 000CFA"",""Chiot Rotweiller"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351"""
"1752751768-816,""https://sn.coinafrique.com/categorie/chiens?page=1"",""250 000CFA"",""Chiot Rottweiler"",""Pikine, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5321335"""
"1752751768-817,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Cavalier king"",""Almadies 2, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-cavalier-king-5319622"""
"1752751768-818,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200 000CFA"",""Chiot Berger allemand"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080"""
"1752751768-819,""https://sn.coinafrique.com/categorie/chiens?page=1"",""120 000CFA"",""Chiots Labradors"",""Thies, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5316749"""
"1752751768-820,""https://sn.coinafrique.com/categorie/chiens?page=1"",""250 000CFA"",""Chiot Rottweiler"",""Pikine, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5308420"""
"1752751768-821,""https://sn.coinafrique.com/categorie/chiens?page=1"",""400CFA"",""Vente Berger Femelle"",""Guediawaye, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/vente-berger-femelle-5305053"""
"1752751768-822,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Pitbull Terrier"",""Mbour, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5303725"""
"1752751768-823,""https://sn.coinafrique.com/categorie/chiens?page=1"",""380 000CFA"",""Chiot"",""Almadies, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-5302773"""
"1752751768-824,""https://sn.coinafrique.com/categorie/chiens?page=1"",""350 000CFA"",""Chiot femelle cane corso"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584"""
"1752751768-825,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200 000CFA"",""Chiot Berger Allemand"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5298958"""
"1752751768-826,""https://sn.coinafrique.com/categorie/chiens?page=1"",""200CFA"",""Chiot Bichon Maltais"",""Almadies 2, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5298661"""
"1752751768-827,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Berger Allemand"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5293825"""
"1752751768-828,""https://sn.coinafrique.com/categorie/chiens?page=1"",""110 000CFA"",""Chiot Berger Allemand"",""Ngor, Dakar, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5293615"""
"1752751768-829,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiots Berger Allemand"",""Diamniadio, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5292998"""
"1752751768-830,""https://sn.coinafrique.com/categorie/chiens?page=1"",""125 000CFA"",""Chiot Berger allemand"",""Mbour, Sénégal"",""favorite_border2mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5290700"""
"1752751768-831,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiens malinois"",""Thies, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiens-malinois-5277780"""
"1752751768-832,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Bichon Havanais"",""Ouakam, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5272964"""
"1752751768-833,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiot Berger Allemand"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5268192"""
"1752751768-834,""https://sn.coinafrique.com/categorie/chiens?page=1"",""160 000CFA"",""Chiot Bichon  Maltais"",""Mariste, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5263619"""
"1752751768-835,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiot Husky femelle"",""Sacré-Coeur, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-husky-femelle-5259188"""
"1752751768-836,""https://sn.coinafrique.com/categorie/chiens?page=1"",""Prix sur demande"",""Chiots Dalmatiens"",""Mbao, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-dalmatiens-5256321"""
"1752751768-837,""https://sn.coinafrique.com/categorie/chiens?page=1"",""130 000CFA"",""Chiot Berger Allemand"",""Diamniadio, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5255888"""
"1752751768-838,""https://sn.coinafrique.com/categorie/chiens?page=1"",""150 000CFA"",""Chiots Pitbull"",""Mbao, Dakar, Sénégal"",""favorite_border3mois"",""https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-5253443"""
